"fdeliver_status","price","fpaymentmode","logisticr","cust_rating","shipment_hr","fnotify","fweather","fcust_avail","dist_warehouse","profit_pr","order_date","shipment_date","expected_delivery","remaining","ftracking","consignment_wt","empolyee_number"
"yes",12104,"online",56,71,93,"yes","good","yes",199,11.4700736743384,2018-03-15,2018-03-20,2018-03-21,74,"GPRS",3.29643400929543,386
"yes",14738,"debit",52,49,94,"yes","good","yes",90,8.99968252762153,2018-02-26,2018-02-28,2018-03-07,31,"RFID",2.31128489710518,384
"yes",5395,"debit",17,29,95,"yes","bad","no",114,13.3398112397069,2018-11-29,2018-12-03,2018-12-09,75,"GPRS",2.43606643624511,403
"yes",9364,"online",26,14,96,"yes","good","yes",140,11.0180332839505,2018-09-20,2018-09-23,2018-09-27,86,"GPRS",3.8107411383509,406
"yes",9602,"credit",70,92,97,"yes","good","no",198,12.1054226354677,2018-10-02,2018-10-06,2018-10-11,86,"RFID",3.17160961913377,370
"yes",13889,"cash",91,7,98,"yes","good","yes",168,10.0369117370838,2018-10-02,2018-10-07,2018-10-12,37,"GPRS",3.22828222422135,398
"yes",999,"online",67,33,99,"yes","good","yes",1,10.566313953635,2018-11-29,2018-12-03,2018-12-08,93,"GPRS",2.72700603674359,382
"yes",2755,"online",51,57,100,"yes","good","yes",110,10.0535574691414,2018-05-07,2018-05-11,2018-05-16,40,"GPRS",2.56987940014676,387
"yes",13827,"cash",27,35,101,"no","good","no",129,12.1060995311806,2018-01-16,2018-01-20,2018-01-23,46,"GPRS",2.39360833481333,396
"yes",2849,"cash",85,58,102,"yes","good","no",118,10.1724411115781,2018-07-23,2018-07-28,2018-07-31,71,"GPRS",4.09863428015624,397
"yes",14340,"online",49,35,103,"yes","good","yes",87,9.97831948934008,2018-06-03,2018-06-04,2018-06-13,100,"GPRS",1.98301186895344,396
"yes",2043,"online",65,42,104,"yes","good","no",181,10.9689751183158,2018-02-25,2018-02-28,2018-03-03,46,"RFID",3.67297503726422,399
"yes",11133,"debit",58,48,105,"yes","good","no",142,10.1544419016337,2018-10-01,2018-10-02,2018-10-09,49,"GPRS",4.12190181190329,393
"yes",9500,"debit",98,37,106,"no","good","no",100,10.3459097032963,2018-09-26,2018-09-27,2018-10-06,69,"GPRS",3.93139115078075,374
"yes",4810,"cash",55,20,107,"yes","good","no",6,8.38686950492302,2018-03-24,2018-03-28,2018-04-02,53,"RFID",3.30333684449676,395
"yes",10304,"debit",13,5,108,"yes","good","no",28,9.77231615416429,2018-07-27,2018-07-28,2018-08-03,64,"RFID",2.62138810487313,403
"no",13159,"cash",20,89,109,"no","good","yes",144,11.7709551922898,2018-07-06,2018-07-11,2018-07-16,10,"GPRS",2.58320280399289,371
"yes",6979,"online",46,43,110,"yes","bad","yes",9,9.67766102505206,2018-07-08,2018-07-09,2018-07-14,54,"GPRS",3.31661906592464,400
"yes",4799,"credit",54,29,111,"yes","good","no",75,9.09614072388512,2018-06-14,2018-06-19,2018-06-22,97,"GPRS",3.49520636251583,370
"yes",9816,"online",30,36,112,"yes","good","no",198,8.95426164568109,2018-05-30,2018-06-01,2018-06-06,28,"GPRS",4.6864773552536,374
"yes",5090,"online",69,42,113,"yes","good","yes",167,6.12043280553482,2018-10-26,2018-10-29,2018-11-03,28,"RFID",2.28979593770035,381
"yes",7724,"online",92,14,114,"yes","good","no",48,12.889581337121,2018-09-25,2018-09-27,2018-10-04,7,"RFID",2.56321878305513,408
"no",14974,"debit",30,8,115,"yes","good","yes",73,11.8426133453875,2018-08-30,2018-09-03,2018-09-08,4,"RFID",3.18868299081459,385
"yes",11768,"cash",82,2,116,"yes","good","yes",109,8.73884708377165,2018-08-22,2018-08-23,2018-08-29,63,"GPRS",2.14017287544218,409
"yes",14552,"debit",61,68,117,"yes","good","yes",17,8.05155824581263,2018-11-25,2018-11-29,2018-12-02,31,"GPRS",2.91844952397229,410
"yes",11985,"credit",38,25,118,"yes","good","yes",164,6.50283726238424,2018-02-24,2018-03-01,2018-03-05,15,"GPRS",3.19946371454921,398
"yes",14911,"online",68,51,119,"yes","good","yes",32,6.34714504519816,2018-10-16,2018-10-19,2018-10-25,8,"GPRS",2.85578138918522,388
"yes",14554,"cash",33,48,120,"no","good","no",146,11.739771896179,2018-10-21,2018-10-23,2018-10-31,35,"GPRS",3.86251819325682,397
"yes",7053,"debit",70,6,121,"no","good","yes",14,9.05800599417615,2018-10-19,2018-10-24,2018-10-25,14,"GPRS",3.68819871087435,370
"yes",11849,"online",71,96,122,"no","good","yes",70,10.4152815733642,2018-10-31,2018-11-01,2018-11-06,76,"GPRS",2.39672222578653,395
"yes",11596,"cash",53,17,123,"yes","bad","yes",178,10.5047020528683,2018-01-01,2018-01-03,2018-01-09,46,"GPRS",3.58009335587213,390
"yes",1449,"online",64,67,124,"no","good","yes",94,8.5345745332645,2018-10-31,2018-11-02,2018-11-06,62,"GPRS",2.35339581809709,375
"yes",9956,"online",60,39,125,"yes","bad","no",17,11.7863554722338,2018-01-20,2018-01-24,2018-01-27,59,"GPRS",3.07700362983353,405
"yes",12531,"online",32,68,126,"yes","good","no",5,8.92796747178486,2018-11-02,2018-11-03,2018-11-11,67,"RFID",3.19609012047805,406
"yes",630,"credit",44,67,127,"no","good","yes",200,6.38101533952294,2018-02-27,2018-03-02,2018-03-05,54,"RFID",2.88201342906625,392
"yes",3930,"online",81,4,128,"yes","good","no",69,13.3955429561778,2018-11-25,2018-11-26,2018-12-01,37,"RFID",2.34137873470412,383
"yes",4645,"credit",78,50,129,"no","good","yes",41,10.38318445906,2018-10-11,2018-10-12,2018-10-18,98,"GPRS",3.37867938583218,372
"yes",13359,"online",54,58,130,"yes","bad","yes",51,11.1872887575941,2018-04-23,2018-04-28,2018-05-03,67,"RFID",2.54182888326968,385
"yes",1241,"credit",50,19,131,"no","good","yes",175,9.59950398306562,2018-04-30,2018-05-01,2018-05-08,94,"GPRS",2.97404781281894,378
"yes",11773,"debit",56,62,132,"yes","good","no",0,11.193140840126,2018-05-09,2018-05-11,2018-05-19,13,"GPRS",3.72969783509083,372
"no",613,"online",55,82,133,"yes","good","yes",168,7.31557246221714,2018-07-14,2018-07-17,2018-07-23,93,"GPRS",3.63532228242737,399
"yes",14351,"online",43,21,134,"yes","good","yes",188,12.6465014901675,2018-11-12,2018-11-16,2018-11-19,6,"GPRS",4.73972288889429,409
"yes",14407,"online",56,43,135,"no","good","yes",33,14.2593877901049,2018-07-28,2018-07-31,2018-08-07,10,"GPRS",3.44981602047168,372
"yes",7275,"credit",81,60,136,"yes","good","yes",169,6.37217342791989,2018-05-07,2018-05-11,2018-05-15,90,"GPRS",2.97377668465454,406
"yes",11540,"debit",90,71,137,"no","good","yes",122,12.9165839835365,2018-04-05,2018-04-09,2018-04-15,28,"GPRS",2.94946559828478,397
"yes",10233,"online",38,34,138,"yes","bad","yes",92,5.30604282164056,2018-02-21,2018-02-25,2018-03-02,22,"GPRS",3.05364799458942,393
"yes",12719,"debit",76,50,139,"yes","good","yes",99,9.1042022155368,2018-09-07,2018-09-12,2018-09-14,58,"RFID",3.22728557830467,387
"yes",1260,"debit",56,11,140,"yes","good","no",13,12.2307479485341,2018-08-02,2018-08-07,2018-08-11,90,"GPRS",2.59797717799927,384
"yes",10820,"debit",55,91,141,"yes","good","yes",10,9.55916612171404,2018-07-11,2018-07-16,2018-07-18,39,"GPRS",3.7991704879623,370
"yes",6956,"cash",68,35,142,"no","good","no",120,8.59761938703444,2018-07-02,2018-07-05,2018-07-08,70,"GPRS",3.62312488937422,402
"yes",11083,"cash",79,88,143,"yes","good","no",2,9.29442785283978,2018-09-23,2018-09-26,2018-10-01,78,"RFID",2.44436623158445,387
"no",12270,"online",19,96,144,"no","good","yes",37,5.04200669598986,2018-01-31,2018-02-02,2018-02-06,23,"RFID",3.87782612955836,410
"yes",8117,"debit",72,50,145,"yes","good","yes",184,13.1567221577903,2018-05-04,2018-05-08,2018-05-10,40,"GPRS",3.92031633584841,402
"no",1731,"cash",59,81,146,"yes","good","no",57,8.82341593113473,2018-03-22,2018-03-23,2018-03-30,95,"GPRS",3.56612102627411,397
"yes",12617,"cash",21,75,147,"yes","good","yes",42,10.2817017858762,2018-06-21,2018-06-23,2018-06-29,3,"GPRS",2.17534123964206,392
"yes",1617,"online",84,80,148,"yes","bad","yes",122,9.51073176737241,2018-04-01,2018-04-06,2018-04-11,2,"GPRS",2.45673191907529,394
"yes",964,"debit",65,28,149,"yes","good","yes",98,9.92953113942491,2018-09-01,2018-09-02,2018-09-11,31,"GPRS",3.19475881177999,390
"yes",10717,"credit",87,9,150,"no","good","yes",162,9.75520989698132,2018-03-24,2018-03-29,2018-04-03,39,"RFID",4.27508922346743,401
"yes",2480,"debit",40,16,151,"yes","bad","no",143,8.25443057627991,2018-07-06,2018-07-07,2018-07-12,36,"GPRS",2.77917104772841,404
"yes",5755,"online",53,89,152,"yes","good","no",79,8.3617232610049,2018-06-23,2018-06-27,2018-07-03,28,"GPRS",3.55663084164521,402
"no",12562,"online",52,49,153,"yes","good","no",51,11.1665925553025,2018-01-07,2018-01-09,2018-01-15,96,"RFID",2.51530061501052,380
"no",13870,"debit",67,59,154,"yes","good","yes",84,9.38596966689267,2018-06-02,2018-06-05,2018-06-09,82,"GPRS",3.30302713298839,406
"yes",941,"online",93,41,155,"yes","good","yes",115,11.9081181583181,2018-10-19,2018-10-24,2018-10-29,10,"GPRS",2.87199750953855,378
"yes",12662,"debit",52,7,156,"yes","bad","yes",162,5.83967943340536,2018-06-13,2018-06-16,2018-06-19,82,"GPRS",3.2965690087296,386
"yes",5847,"credit",35,36,157,"yes","good","no",115,9.6713812063485,2018-11-27,2018-12-01,2018-12-03,30,"GPRS",2.09685062077903,395
"yes",196,"online",73,24,158,"yes","good","yes",120,13.7699576039348,2018-05-28,2018-05-30,2018-06-05,3,"RFID",2.88129865083338,375
"yes",9475,"cash",87,3,159,"yes","good","no",54,10.0193506933412,2018-08-30,2018-09-02,2018-09-05,93,"RFID",2.11453121478531,407
"yes",4857,"online",65,86,160,"yes","good","yes",192,8.04552990909026,2018-06-28,2018-07-03,2018-07-04,64,"RFID",3.69768114180569,410
"yes",423,"online",16,68,161,"yes","good","yes",115,8.23930732527187,2018-07-24,2018-07-27,2018-08-02,61,"GPRS",1.30219983906723,379
"yes",4010,"debit",93,85,162,"yes","bad","yes",174,9.68772732969301,2018-07-01,2018-07-02,2018-07-11,5,"RFID",3.37533582711028,401
"yes",13951,"online",20,53,163,"yes","good","no",79,8.7806160436053,2018-02-25,2018-03-01,2018-03-05,18,"GPRS",3.59155065381056,408
"yes",1545,"online",78,27,164,"no","good","no",79,9.20471422085194,2018-11-26,2018-11-29,2018-12-04,40,"RFID",2.48769882985305,404
"yes",10280,"debit",32,6,165,"yes","bad","yes",60,12.754500160165,2018-11-12,2018-11-17,2018-11-18,16,"RFID",1.2594614354674,398
"yes",10899,"debit",35,97,166,"no","good","yes",166,8.84413825050915,2018-01-25,2018-01-26,2018-02-01,74,"GPRS",2.19052031849673,408
"yes",1873,"online",83,15,167,"yes","good","yes",102,5.98741107355648,2018-04-19,2018-04-20,2018-04-29,60,"RFID",3.81946918543553,383
"yes",8689,"credit",24,70,168,"yes","good","yes",63,8.5267081122638,2018-07-25,2018-07-27,2018-08-04,96,"RFID",2.11355118585955,371
"yes",12855,"online",44,76,169,"yes","good","yes",138,8.75958365237208,2018-03-24,2018-03-27,2018-03-31,2,"GPRS",2.96286238104122,373
"yes",12237,"cash",42,95,170,"yes","good","no",21,7.7028468103305,2018-11-07,2018-11-08,2018-11-16,30,"GPRS",4.44226170613989,379
"yes",10157,"cash",14,35,171,"no","good","yes",23,9.48524603335268,2018-08-13,2018-08-18,2018-08-22,63,"GPRS",2.33401105128678,398
"yes",11013,"debit",47,60,172,"yes","good","yes",105,10.1024781349821,2018-11-17,2018-11-18,2018-11-27,59,"GPRS",3.25860275219077,394
"yes",10972,"cash",70,26,173,"yes","good","yes",197,11.8831857381198,2018-08-28,2018-08-31,2018-09-03,15,"GPRS",3.00343538348202,399
"yes",9240,"debit",71,35,174,"no","good","no",126,12.3811951965093,2018-06-04,2018-06-08,2018-06-14,34,"RFID",3.54350411611257,386
"yes",2516,"online",65,80,175,"no","good","no",183,9.65268496459137,2018-08-09,2018-08-12,2018-08-15,90,"GPRS",2.84332272970868,386
"no",14437,"online",84,99,176,"yes","good","yes",144,7.98455885663968,2018-05-01,2018-05-03,2018-05-09,54,"GPRS",3.12545248603106,373
"yes",7748,"cash",89,3,177,"yes","good","yes",193,10.6896623904985,2018-03-14,2018-03-18,2018-03-24,100,"GPRS",2.9425853206138,372
"yes",8156,"online",44,49,178,"yes","good","yes",10,10.1068800913729,2018-07-08,2018-07-11,2018-07-14,53,"GPRS",2.34449340023653,397
"yes",13052,"cash",72,84,179,"yes","good","yes",32,12.2115200518401,2018-01-19,2018-01-24,2018-01-25,81,"GPRS",3.6383162044915,401
"yes",3307,"online",17,79,180,"no","good","yes",182,10.6187417903111,2018-06-12,2018-06-16,2018-06-22,38,"GPRS",3.33342144121461,376
"yes",11217,"debit",38,10,181,"no","good","no",89,12.7617974841008,2018-02-14,2018-02-15,2018-02-24,56,"GPRS",4.1307649391577,370
"yes",3075,"online",53,32,182,"yes","bad","no",181,8.26445021149546,2018-02-26,2018-03-02,2018-03-06,52,"RFID",4.59626376836365,393
"yes",8837,"credit",85,99,183,"yes","bad","yes",179,9.33598654680051,2018-05-14,2018-05-17,2018-05-20,24,"GPRS",3.25759931242305,379
"yes",3051,"online",86,94,184,"yes","good","yes",39,11.2302034097416,2018-05-07,2018-05-12,2018-05-16,32,"GPRS",2.16518198327355,394
"yes",10725,"debit",73,8,185,"yes","good","yes",148,6.36206500958665,2018-01-10,2018-01-11,2018-01-16,100,"GPRS",2.26457883603137,378
"yes",13907,"online",42,6,186,"yes","good","yes",156,4.91814057016962,2018-01-21,2018-01-26,2018-01-29,53,"RFID",3.09748160669197,375
"yes",1538,"online",78,23,187,"yes","good","yes",145,11.2366311643566,2018-12-01,2018-12-04,2018-12-09,41,"GPRS",2.65813552566916,371
"yes",1481,"cash",35,52,188,"yes","good","yes",18,11.5168536714263,2018-04-27,2018-04-30,2018-05-05,86,"RFID",2.48798650130226,378
"yes",11326,"debit",93,83,189,"no","good","no",162,12.239543154655,2018-02-01,2018-02-04,2018-02-08,92,"GPRS",3.08759010760047,373
"yes",4542,"cash",76,20,190,"yes","good","yes",131,8.84103968924528,2018-11-16,2018-11-20,2018-11-26,99,"GPRS",3.11275558426078,383
"yes",7000,"debit",95,65,191,"yes","good","yes",27,10.4917061542313,2018-03-30,2018-04-01,2018-04-06,75,"RFID",2.66686869608253,371
"yes",14585,"cash",15,11,192,"yes","good","no",37,8.70770907479183,2018-10-22,2018-10-25,2018-10-28,28,"GPRS",2.15743968039377,386
"yes",244,"debit",31,87,193,"no","good","yes",68,12.2741055082202,2018-11-12,2018-11-16,2018-11-19,81,"RFID",2.43239853002483,378
"yes",4560,"cash",28,84,194,"yes","good","yes",98,10.5890598550965,2018-05-30,2018-06-01,2018-06-09,46,"RFID",3.30046601931944,387
"yes",13369,"online",60,34,195,"yes","good","no",118,11.9374118279497,2018-07-27,2018-07-28,2018-08-04,64,"GPRS",3.20283127007056,382
"yes",9731,"debit",70,75,196,"yes","good","yes",131,11.5267634834849,2018-08-31,2018-09-04,2018-09-08,22,"GPRS",2.84824119325877,376
"yes",1833,"debit",65,11,24,"yes","good","yes",142,10.0255920458792,2018-04-01,2018-04-02,2018-04-10,9,"GPRS",3.39484268807429,387
"yes",3460,"online",45,92,25,"yes","good","yes",163,10.7591296038489,2018-07-19,2018-07-23,2018-07-28,59,"RFID",2.79670144738882,376
"yes",123,"cash",87,83,26,"yes","good","no",7,13.0796751301429,2018-08-03,2018-08-07,2018-08-10,5,"GPRS",3.49699197261174,380
"yes",12145,"online",67,78,27,"no","good","yes",82,7.72665228307411,2018-02-14,2018-02-16,2018-02-20,59,"RFID",1.61530440167487,398
"yes",6705,"cash",30,87,28,"yes","good","yes",78,6.67070003134629,2018-01-17,2018-01-22,2018-01-23,61,"RFID",2.70375808727583,392
"yes",7914,"cash",69,48,29,"no","good","yes",99,8.16358274627679,2018-12-04,2018-12-09,2018-12-10,89,"GPRS",3.58993280574536,382
"yes",6495,"online",21,51,30,"yes","bad","yes",144,12.6612040693908,2018-10-11,2018-10-13,2018-10-17,90,"RFID",2.96359823747744,409
"yes",1896,"credit",58,83,31,"yes","good","yes",82,5.61788563185934,2018-07-20,2018-07-24,2018-07-26,76,"RFID",3.58608574604441,403
"yes",13405,"online",70,26,32,"yes","good","yes",40,9.61724962283093,2018-03-12,2018-03-13,2018-03-20,35,"GPRS",3.2521355304025,386
"yes",9038,"online",82,24,33,"yes","good","yes",107,5.54943247330587,2018-02-22,2018-02-24,2018-03-03,21,"GPRS",3.13890715640195,379
"yes",13369,"cash",72,59,34,"yes","good","yes",91,8.3109023225613,2018-08-21,2018-08-23,2018-08-28,13,"GPRS",3.83162701265651,371
"yes",14038,"cash",29,53,35,"no","good","no",4,8.27221320240573,2018-03-31,2018-04-04,2018-04-09,10,"RFID",4.10034489694699,391
"yes",3517,"debit",34,94,36,"yes","good","yes",185,8.19652856148645,2018-03-13,2018-03-15,2018-03-22,44,"GPRS",5.00550803124765,405
"yes",1473,"online",45,24,37,"yes","good","yes",181,8.08804543550039,2018-05-25,2018-05-29,2018-06-03,15,"GPRS",2.36354812408699,381
"yes",4259,"online",69,91,38,"yes","good","yes",90,13.1964311650937,2018-10-31,2018-11-05,2018-11-09,47,"GPRS",2.39492958340676,380
"yes",3355,"debit",11,30,39,"yes","good","yes",76,11.7323019142579,2018-04-01,2018-04-04,2018-04-11,56,"RFID",3.02858524119627,388
"yes",12628,"credit",25,54,40,"yes","good","no",18,10.2916863548397,2018-03-23,2018-03-25,2018-03-31,13,"RFID",3.2468753229334,381
"yes",12749,"online",29,37,41,"yes","good","yes",126,11.0740117693674,2018-04-26,2018-05-01,2018-05-04,32,"GPRS",3.23443364984472,383
"yes",14344,"online",35,55,42,"yes","good","yes",23,11.0002947895964,2018-12-03,2018-12-07,2018-12-09,26,"GPRS",2.40229848979489,387
"yes",9262,"cash",82,45,43,"no","good","yes",163,11.1390651219561,2018-07-31,2018-08-05,2018-08-07,42,"RFID",3.50252707929345,409
"yes",8579,"online",65,24,44,"no","good","yes",123,9.13062513822865,2018-10-08,2018-10-12,2018-10-16,1,"GPRS",2.23885736256449,404
"yes",9931,"online",29,7,45,"yes","good","yes",35,11.2979105497203,2018-07-09,2018-07-11,2018-07-16,93,"GPRS",2.10746635214561,405
"yes",2424,"online",86,36,46,"no","good","yes",188,12.2345789909172,2018-08-10,2018-08-13,2018-08-19,61,"GPRS",3.32209799510208,400
"yes",12792,"debit",35,39,47,"yes","bad","yes",158,8.68939827726897,2018-03-06,2018-03-11,2018-03-15,39,"GPRS",3.48688522315832,381
"yes",11755,"credit",62,15,48,"yes","good","yes",186,8.06903345639578,2018-08-20,2018-08-22,2018-08-30,36,"GPRS",3.82399834846306,377
"yes",7026,"cash",30,75,49,"yes","good","yes",117,9.57065261896105,2018-05-23,2018-05-26,2018-05-31,66,"GPRS",3.52634019267107,391
"yes",8124,"cash",46,50,50,"no","good","no",173,11.2868920172331,2018-06-08,2018-06-13,2018-06-15,8,"GPRS",3.94522091172976,410
"yes",10181,"cash",54,89,51,"yes","bad","yes",34,8.79345023847231,2018-10-20,2018-10-23,2018-10-29,79,"RFID",2.15351620019643,374
"yes",3636,"online",24,36,52,"yes","good","no",60,11.9883054291548,2018-01-08,2018-01-11,2018-01-14,21,"GPRS",1.57060947695853,405
"yes",2606,"online",53,36,53,"yes","good","yes",167,6.93966356045762,2018-09-11,2018-09-14,2018-09-18,87,"RFID",1.58509424060739,397
"yes",7840,"debit",49,30,54,"yes","good","yes",7,8.87613654320738,2018-07-11,2018-07-15,2018-07-17,58,"RFID",3.81123888908165,398
"yes",7452,"debit",11,99,55,"yes","good","yes",60,12.5936263450181,2018-07-29,2018-07-30,2018-08-04,19,"GPRS",3.39594676690493,395
"yes",14406,"debit",88,97,56,"no","good","no",33,10.859413217776,2018-03-15,2018-03-18,2018-03-24,42,"GPRS",3.88470254454375,409
"yes",13694,"credit",99,57,57,"yes","good","yes",148,9.18516084620104,2018-03-27,2018-03-30,2018-04-03,58,"GPRS",4.42916433783265,381
"yes",10685,"debit",25,96,58,"yes","good","yes",139,11.7069047004111,2018-11-07,2018-11-08,2018-11-15,85,"GPRS",1.93233012585874,390
"yes",4482,"debit",77,21,59,"yes","good","yes",2,12.9524278105834,2018-04-12,2018-04-14,2018-04-21,77,"GPRS",2.7991014288816,409
"yes",5036,"cash",91,56,60,"yes","good","yes",146,8.99112320609845,2018-04-09,2018-04-14,2018-04-17,98,"GPRS",3.32154001014651,399
"no",3797,"online",25,55,61,"yes","good","yes",70,8.24892780485844,2018-05-08,2018-05-13,2018-05-18,26,"GPRS",3.61457529610636,396
"yes",328,"online",44,18,62,"yes","good","yes",129,12.6501064942255,2018-02-02,2018-02-05,2018-02-10,93,"GPRS",4.42439189970665,392
"yes",3318,"online",42,1,63,"yes","bad","yes",159,8.19204581473119,2018-05-12,2018-05-17,2018-05-21,64,"GPRS",3.7865716054587,387
"yes",1379,"debit",40,79,64,"yes","good","yes",173,8.39842018337775,2018-11-25,2018-11-29,2018-12-03,52,"GPRS",2.62693164496714,376
"yes",8905,"debit",100,47,65,"no","good","no",112,11.3310368944224,2018-11-13,2018-11-14,2018-11-23,49,"RFID",2.79431265743675,371
"no",2174,"online",58,31,66,"yes","good","yes",182,9.47367984968722,2018-06-01,2018-06-02,2018-06-08,16,"GPRS",2.96045842575413,372
"yes",14617,"cash",90,19,67,"yes","good","no",11,13.6447268384558,2018-07-07,2018-07-09,2018-07-14,17,"GPRS",3.02585254182595,381
"no",11138,"debit",30,5,68,"yes","good","yes",9,12.0177686247959,2018-10-15,2018-10-19,2018-10-25,85,"RFID",3.56424201792746,379
"yes",3593,"debit",56,23,69,"no","good","no",53,7.97323410639179,2018-10-31,2018-11-01,2018-11-09,46,"GPRS",2.86069658100182,385
"yes",10807,"online",82,23,70,"yes","good","yes",103,6.06430005475806,2018-10-06,2018-10-07,2018-10-12,96,"RFID",2.95539358300117,381
"yes",14000,"online",10,47,71,"yes","good","yes",54,6.93865838472066,2018-11-13,2018-11-17,2018-11-22,3,"RFID",3.05883135206932,405
